n_train,n_positive_train,zero_ratio_train,ADI_train,CV2_positive_train,rho_interval_train,rho_magnitude_train,occurrence_binary_acf1_train,previous_gap_next_size_corr_train,rho_interval_abs_train,series_id,train_scale,group
1311,451,0.6559877955758963,2.9068736141906872,0.17717598346964752,-0.004919657840722038,0.029082933613879973,0.0024754200341240177,0.08781014571995768,0.004919657840722038,HOBBIES_1_133_CA_1_evaluation,1.0,control_pool
1829,685,0.6254784034991798,2.67007299270073,0.2996078215125746,0.0036699044168401356,0.1809557367797113,0.246824727576297,-0.01709050400067651,0.0036699044168401356,HOBBIES_1_137_CA_1_evaluation,1.0,control_pool
1829,817,0.5533078184800437,2.2386780905752754,0.35512071779265136,0.003950776672514818,0.10493326450851716,0.5838370921491106,0.010880936848405772,0.003950776672514818,HOBBIES_1_141_CA_1_evaluation,1.0,control_pool
653,244,0.6263399693721287,2.6762295081967213,0.5776376595759097,0.0012859236221178518,-0.05237807436514395,0.04628556073526571,-0.048505747877027765,0.0012859236221178518,HOBBIES_1_156_CA_1_evaluation,1.0,control_pool
1829,875,0.5215965008201203,2.0902857142857143,0.23787178780501914,-0.004510446529709902,0.0151027602817549,0.1680307448617951,0.026379249910970935,0.004510446529709902,HOBBIES_1_157_CA_1_evaluation,1.0,control_pool
856,350,0.5911214953271028,2.4457142857142857,0.2504345050672258,-0.00300087712037171,0.15517905899022147,0.949188418897487,0.02265974096814721,0.00300087712037171,HOBBIES_1_158_CA_1_evaluation,1.0,control_pool
1829,924,0.49480590486604703,1.9794372294372293,0.4726346249553696,0.002147461730855688,0.03200294883163296,0.2559453619293324,-0.04682932742787717,0.002147461730855688,HOBBIES_1_159_CA_1_evaluation,1.0568616,control_pool
1451,843,0.41902136457615435,1.7212336892052194,0.4094297533763078,-0.0033029738191134063,0.09934268113029666,0.5452987872745679,-0.0021338120121208778,0.0033029738191134063,HOBBIES_1_177_CA_1_evaluation,1.0699836,control_pool
569,157,0.7240773286467487,3.624203821656051,0.24394480942267957,0.0037812007526408734,-0.04061470911086701,0.2900028199361959,-0.0751256963048614,0.0037812007526408734,HOBBIES_1_186_CA_1_evaluation,1.0,control_pool
1829,564,0.6916347731000547,3.24290780141844,0.38350310101517754,0.002284940446833887,-0.026768089060437313,0.058942678876021073,-0.02893915453172598,0.002284940446833887,HOBBIES_1_187_CA_1_evaluation,1.0,control_pool
1829,1306,0.2859486057955167,1.4004594180704442,0.8561430540682436,-0.0038983653501595103,-0.011489413611733692,0.5312923525490274,-0.029892840063925372,0.0038983653501595103,HOBBIES_1_189_CA_1_evaluation,6.2564244,control_pool
1829,1137,0.37834882449425916,1.6086191732629727,0.3782392024820664,-0.0018526405979535899,0.11656109168323564,0.5535292680941132,-0.02852586818608166,0.0018526405979535899,HOBBIES_1_194_CA_1_evaluation,1.6183707,control_pool
1668,228,0.8633093525179856,7.315789473684211,0.2635124586176462,0.004882351311657259,0.07093135675153053,0.3953738585518712,-0.047013425156457726,0.004882351311657259,HOBBIES_1_199_CA_1_evaluation,1.0,control_pool
1829,1265,0.30836522689994533,1.4458498023715416,0.34609343455698915,-0.0008305794978366328,0.010087910974752213,0.09567951555103772,0.016802143289640543,0.0008305794978366328,HOBBIES_1_201_CA_1_evaluation,1.2985238,control_pool
506,327,0.35375494071146246,1.547400611620795,0.3461044632658855,0.0013534769726011788,0.042041140878844876,0.23315049679885302,-0.0953289525298525,0.0013534769726011788,HOBBIES_1_206_CA_1_evaluation,1.0,control_pool
1115,616,0.4475336322869955,1.8100649350649352,0.4338840199027443,-0.0018965589871959682,0.003382658794524471,0.27204299992713354,0.021133291273794895,0.0018965589871959682,HOBBIES_1_208_CA_1_evaluation,1.0,control_pool
1815,194,0.8931129476584022,9.355670103092784,0.12344123757125217,-0.00105063353882727,-0.061812297734627535,0.030316914852997236,0.11509356602082914,0.00105063353882727,HOBBIES_1_214_CA_1_evaluation,1.0,control_pool
1066,235,0.7795497185741088,4.536170212765957,0.17573485949944648,-0.007027656565259306,-0.07662240381530601,-0.014402949822167655,-0.0134830189078785,0.007027656565259306,HOBBIES_1_218_CA_1_evaluation,1.0,control_pool
1430,274,0.8083916083916084,5.218978102189781,0.22257215670274635,0.00022038874958685292,0.04024235170917791,0.03099610885078007,-0.036598797945055786,0.00022038874958685292,HOBBIES_1_224_CA_1_evaluation,1.0,control_pool
1829,773,0.5773646801530892,2.3661060802069858,0.27942090851414764,0.005843637411070038,0.04713593230004759,0.4057887815983667,-0.04273480737433146,0.005843637411070038,HOBBIES_1_226_CA_1_evaluation,1.0,control_pool
1619,703,0.5657813465101915,2.3029871977240397,0.2614152742857132,-0.004298865755464484,-0.03617444700383863,0.03016457616203638,-0.017878118919019817,0.004298865755464484,HOBBIES_1_231_CA_1_evaluation,1.0,control_pool
1829,496,0.7288135593220338,3.6875,0.4465418230306647,0.004913774490049803,-0.0430366073485141,0.013741314116408014,0.003468056482146786,0.004913774490049803,HOBBIES_1_239_CA_1_evaluation,1.0,control_pool
1591,606,0.6191074795725958,2.6254125412541254,0.3027183997378892,-0.004874930477107273,0.05753277187583144,0.15314172799465414,-0.010682452459250024,0.004874930477107273,HOBBIES_1_240_CA_1_evaluation,1.0,control_pool
751,318,0.5765645805592543,2.361635220125786,0.4560481914142831,-0.00435719587935327,0.4403570991763301,0.7897261440170986,-0.04442757738846901,0.00435719587935327,HOBBIES_1_241_CA_1_evaluation,1.0,candidate
1829,1350,0.2618917441224713,1.354814814814815,0.7941439100972597,-0.002788740104027682,0.003374396520149256,0.5530223423830537,0.022067209617256594,0.002788740104027682,HOBBIES_1_244_CA_1_evaluation,6.0377254,control_pool
1451,254,0.8249483115093039,5.71259842519685,0.18593736240399258,0.005240691598822506,-0.05128485511208307,0.07878624285676701,-0.05371004224688756,0.005240691598822506,HOBBIES_1_250_CA_1_evaluation,1.0,control_pool
1829,1381,0.2449425915800984,1.3244026068066619,0.7977494507897513,-0.003398298350846206,0.13488585785482934,0.5783415796660512,0.01061861288080861,0.003398298350846206,HOBBIES_1_256_CA_1_evaluation,8.174959,control_pool
1822,664,0.6355653128430296,2.7439759036144578,0.3018126108364635,-1.1411906204326639e-05,0.08692267773741555,0.17986639730920131,-0.03095364425984186,1.1411906204326639e-05,HOBBIES_1_266_CA_1_evaluation,1.0,control_pool
394,94,0.7614213197969543,4.191489361702128,0.3218861205753328,0.004999951559164163,-0.08852621167161237,-0.09065679925994448,0.197944923902961,0.004999951559164163,HOBBIES_1_269_CA_1_evaluation,1.0,control_pool
1360,123,0.9095588235294118,11.05691056910569,0.0829869911058067,0.00536753807809962,-0.08259385665529002,-0.0011839924224484888,0.0660695908611002,0.00536753807809962,HOBBIES_1_272_CA_1_evaluation,1.0,control_pool
1829,1323,0.27665390924002187,1.382464096749811,1.0055934749593203,0.00376678273467236,0.03351859350645801,0.13372958686383682,0.03247806314249044,0.00376678273467236,HOBBIES_1_286_CA_1_evaluation,3.4182613,control_pool
1619,844,0.47869054972205066,1.9182464454976302,0.32860508080234896,0.0010737576411007053,0.019229982350807112,0.1975090929130391,-0.00012611224203094384,0.0010737576411007053,HOBBIES_1_287_CA_1_evaluation,1.0,control_pool
1829,1062,0.41935483870967744,1.7222222222222223,1.1889280207569597,0.00738516237836703,-0.04232499254673016,0.3350987420541247,0.009665420895262513,0.00738516237836703,HOBBIES_1_288_CA_1_evaluation,3.9923456,control_pool
1829,1370,0.25095680699835976,1.335036496350365,0.9878058113074167,-0.0032872019060103132,0.13431321863594897,0.573507254958924,-0.0163045386250421,0.0032872019060103132,HOBBIES_1_295_CA_1_evaluation,6.758338,control_pool
1829,989,0.4592673592126845,1.8493427704752274,0.31631365509025705,5.05228978325674e-05,0.04116553648266994,0.25214332167036385,-0.04412286184386765,5.05228978325674e-05,HOBBIES_1_297_CA_1_evaluation,1.0,control_pool
1829,1114,0.3909240021869874,1.6418312387791743,0.3747290366225452,-0.002078670161651366,0.05777231998002598,0.4923466470636275,-0.043196370107259165,0.002078670161651366,HOBBIES_1_300_CA_1_evaluation,1.3439038,control_pool
1829,909,0.5030071077091307,2.012101210121012,0.3250580961393415,-0.0023459713272166835,0.1375228264868076,0.23957896274665214,-0.031463912589758586,0.0023459713272166835,HOBBIES_1_324_CA_1_evaluation,1.0,control_pool
1829,1360,0.2564242755604155,1.3448529411764707,0.9845403883398427,0.004214761706495151,0.07281423138964842,0.5594501824219968,0.014134142820614462,0.004214761706495151,HOBBIES_1_341_CA_1_evaluation,7.583379,control_pool
1829,1311,0.28321487151448876,1.395118230358505,0.49743268917939,-0.0019850703212858185,0.05182060390279637,0.1657634242253327,-0.006533616909596399,0.0019850703212858185,HOBBIES_1_345_CA_1_evaluation,1.8201203,control_pool
954,565,0.4077568134171908,1.688495575221239,0.788105431644688,0.0044873685165182425,-0.001120286203445144,0.34356810509989977,0.12304256959447843,0.0044873685165182425,HOBBIES_1_353_CA_1_evaluation,1.995626,control_pool
758,421,0.4445910290237467,1.8004750593824228,0.28229973731913144,-0.002707535067365727,0.2068206763375226,0.8983820828034477,0.08243719165740632,0.002707535067365727,HOBBIES_1_354_CA_1_evaluation,1.4319301,control_pool
884,529,0.40158371040723984,1.6710775047258979,0.38061330103531366,-0.0012573132473317216,0.007954014247202119,0.36138736662859045,-0.03264193020944773,0.0012573132473317216,HOBBIES_1_358_CA_1_evaluation,1.0,control_pool
1829,1285,0.2974302897758338,1.4233463035019456,1.0527554125324678,0.000789402497795343,0.10050056895428224,0.596974070001833,-0.025224292598381746,0.000789402497795343,HOBBIES_1_370_CA_1_evaluation,7.8206673,control_pool
1276,626,0.5094043887147336,2.038338658146965,0.2971557682360149,-0.005927926807890639,-0.028286553528760458,0.4696313325489695,-0.03531874152241273,0.005927926807890639,HOBBIES_1_384_CA_1_evaluation,1.0,control_pool
1080,636,0.4111111111111111,1.6981132075471699,0.3394777121507907,-0.006904337775925027,-0.03666628963541069,0.3319531564527124,0.005139383289391311,0.006904337775925027,HOBBIES_1_394_CA_1_evaluation,1.0,control_pool
1409,504,0.6422995031937544,2.7956349206349205,0.3945788608596285,-0.0058245575413828675,0.201105559895595,0.38448425469283665,0.025937443260085576,0.0058245575413828675,HOBBIES_1_397_CA_1_evaluation,1.0,control_pool
1829,1155,0.36850738108255876,1.5835497835497836,1.3785568316793253,-0.00637205432451318,0.02120444786939065,0.4429953355378529,-0.015460132032912624,0.00637205432451318,HOBBIES_1_398_CA_1_evaluation,5.6347733,control_pool
1619,1172,0.27609635577516983,1.3813993174061434,0.7688614994061181,-0.0021699075755748846,-0.026994836656651165,0.5777725210724765,-0.036618206038546236,0.0021699075755748846,HOBBIES_1_404_CA_1_evaluation,5.652269,control_pool
1829,1071,0.4144341170038272,1.707749766573296,0.40248721318335806,-0.003990418205717507,0.0410702210345361,0.33486032017386497,-0.025576648958265707,0.003990418205717507,HOBBIES_1_407_CA_1_evaluation,1.3515582,control_pool
1829,1037,0.4330235101148168,1.7637415621986499,0.2826473225740241,0.00498488314836122,-0.03919297381676949,0.17345754845754854,-0.014427643937837369,0.00498488314836122,HOBBIES_1_409_CA_1_evaluation,1.0,control_pool
1689,1090,0.354647720544701,1.5495412844036698,0.3038691441307593,0.0017826534075278723,0.0024989668545206535,0.1444364203827862,-0.03743626726889732,0.0017826534075278723,HOBBIES_1_416_CA_1_evaluation,1.0481137,control_pool
1612,370,0.7704714640198511,4.356756756756757,0.4697950886152753,-0.0054800706610551,0.06436898804652615,0.00871921762695883,-0.09250006347512826,0.0054800706610551,HOBBIES_1_418_CA_1_evaluation,1.0,control_pool
1829,152,0.9168944778567524,12.032894736842104,0.06681237328896308,4.4396289252022724e-05,-0.0942028985507245,0.024788537997557543,-0.0013305928823004597,4.4396289252022724e-05,HOBBIES_2_001_CA_1_evaluation,1.0,control_pool
1829,303,0.8343357025697102,6.036303630363037,0.355565852312111,0.003749433962772769,0.15405805225594066,0.10672576106437379,-0.02003819013881649,0.003749433962772769,HOBBIES_2_002_CA_1_evaluation,1.0,control_pool
1388,235,0.8306916426512968,5.906382978723404,0.28220459239202655,0.0007069817790148792,-0.001147039661379824,0.09419056657448455,-0.04467491055045787,0.0007069817790148792,HOBBIES_2_017_CA_1_evaluation,1.0,control_pool
1815,421,0.7680440771349862,4.311163895486936,0.48426172838695203,0.0020547262025809743,0.04802879773407515,0.1524708714935383,-0.050457135674626175,0.0020547262025809743,HOBBIES_2_029_CA_1_evaluation,1.0,control_pool
1829,193,0.8944778567523237,9.476683937823834,0.17322771865946227,0.006117085419761109,-0.06570004531037645,0.033949674001629924,-0.04201253103464666,0.006117085419761109,HOBBIES_2_039_CA_1_evaluation,1.0,control_pool
1017,160,0.8426745329400197,6.35625,0.14439276284702923,-0.0003828724655189757,-0.08226371061843638,0.051767406195862634,-0.01547089300949981,0.0003828724655189757,HOBBIES_2_054_CA_1_evaluation,1.0,control_pool
1829,217,0.8813559322033898,8.428571428571429,0.28792308530846844,-0.0063161828465719445,0.04433350836234451,0.08650399779432043,-0.05143083651276125,0.0063161828465719445,HOBBIES_2_061_CA_1_evaluation,1.0,control_pool
1682,102,0.93935790725327,16.49019607843137,0.1473355347866213,0.000583405719930743,0.08475479744136481,0.0919606601348582,-0.12330443551386783,0.000583405719930743,HOBBIES_2_079_CA_1_evaluation,1.0,control_pool
548,86,0.843065693430657,6.372093023255814,0.19663032085102225,-0.0031581916721489097,0.0017731193238111021,0.11698532008273155,-0.0741459437602652,0.0031581916721489097,HOBBIES_2_090_CA_1_evaluation,1.0,control_pool
1829,320,0.8250410060142154,5.715625,0.6690310470710542,0.0017018669262327108,0.04365699191051066,0.14851696740644196,-0.037287758546372056,0.0017018669262327108,HOBBIES_2_098_CA_1_evaluation,1.0,control_pool
1815,379,0.7911845730027548,4.788918205804749,0.36500040324423805,0.004617234879973653,0.1123559939637089,0.21951954988829986,0.03249403072558024,0.004617234879973653,HOBBIES_2_117_CA_1_evaluation,1.0,control_pool
1815,258,0.8578512396694215,7.034883720930233,0.6223902423822439,-0.005895666131740025,0.024707425329896542,0.0834934360769153,0.07384756487433917,0.005895666131740025,HOBBIES_2_133_CA_1_evaluation,1.0,control_pool
1829,916,0.4991798797156916,1.9967248908296944,0.33655763306558395,0.001454598123299433,0.10498794103290637,0.23522806916778388,0.028566331105926372,0.001454598123299433,HOUSEHOLD_1_011_CA_1_evaluation,1.0,control_pool
1829,1114,0.3909240021869874,1.6418312387791743,0.4701064096788817,-0.0002252128244607016,0.16991186056393545,0.4129510666275638,-0.03830355965310948,0.0002252128244607016,HOUSEHOLD_1_016_CA_1_evaluation,1.5604155,control_pool
1066,538,0.49530956848030017,1.9814126394052045,0.45625770892611867,0.003311834826311687,0.22437827018241824,0.36143422472718595,-0.05236737175484258,0.003311834826311687,HOUSEHOLD_1_029_CA_1_evaluation,1.0,control_pool
1290,789,0.3883720930232558,1.6349809885931559,0.34683292912526226,0.0051576683632536275,0.0906770838131914,0.21255006337135685,0.005875033353081989,0.0051576683632536275,HOUSEHOLD_1_030_CA_1_evaluation,1.0,control_pool
1829,570,0.6883542919628212,3.2087719298245614,0.48580586328753883,-0.0001699222503548654,0.21460428409857105,0.5075121689738972,-0.04961854530884762,0.0001699222503548654,HOUSEHOLD_1_033_CA_1_evaluation,1.0,control_pool
1787,592,0.6687185226636821,3.018581081081081,0.34967254407937626,-0.0057816934500734656,0.10014785868933848,0.5148716555751732,-0.04721695364687737,0.0057816934500734656,HOUSEHOLD_1_042_CA_1_evaluation,1.0,control_pool
1829,1395,0.23728813559322035,1.3111111111111111,0.38606606251645714,-0.004242668333589977,0.25938648239326295,0.5226018023259658,-0.015266184749131424,0.004242668333589977,HOUSEHOLD_1_045_CA_1_evaluation,2.174959,control_pool
1402,800,0.42938659058487877,1.7525,0.37589319835017226,-0.004197256024236955,0.06720382712743472,0.2569571547420968,-0.0017620999363155056,0.004197256024236955,HOUSEHOLD_1_047_CA_1_evaluation,1.0,control_pool
702,162,0.7692307692307693,4.333333333333333,0.42085261903451604,-0.004630859962249291,0.0415320314695138,0.5664811379097092,-0.1113547785313487,0.004630859962249291,HOUSEHOLD_1_049_CA_1_evaluation,1.0,control_pool
1360,971,0.28602941176470587,1.400617919670443,0.3315466061717184,-0.006831725749321047,0.08371856195275093,0.7675176472201852,-0.004531557128039369,0.006831725749321047,HOUSEHOLD_1_051_CA_1_evaluation,1.9513395,control_pool
1437,376,0.7383437717466945,3.8218085106382977,0.24282449668888648,0.005199579433601737,-0.0013424997049450104,0.26616620114235573,-0.039242931966177154,0.005199579433601737,HOUSEHOLD_1_052_CA_1_evaluation,1.0,control_pool
1829,635,0.6528157463094587,2.880314960629921,0.354840263157281,-0.006386112656248351,0.04103951289051795,0.4329388625248329,-0.04916277290802597,0.006386112656248351,HOUSEHOLD_1_056_CA_1_evaluation,1.0,control_pool
1374,710,0.48326055312954874,1.935211267605634,0.320434286472674,-0.002091968522007626,0.007792545462887798,0.3845665243345442,0.0035711730265542353,0.002091968522007626,HOUSEHOLD_1_061_CA_1_evaluation,1.0,control_pool
1829,852,0.5341716785128485,2.146713615023474,0.3475914968925785,0.0042700011530381705,0.044467572556059515,0.5031097137812462,0.029496599338284593,0.0042700011530381705,HOUSEHOLD_1_067_CA_1_evaluation,1.0,control_pool
1787,1154,0.35422495803021825,1.548526863084922,0.3797115988815381,-0.003532579536094179,0.06103988417953651,0.1820909110852729,-0.05762216142504451,0.003532579536094179,HOUSEHOLD_1_075_CA_1_evaluation,1.3007108,control_pool
1458,877,0.39849108367626884,1.6624857468643102,0.36139740461243025,9.81462953974745e-05,0.05350308023734108,0.6276294577910599,-0.05471204159141651,9.81462953974745e-05,HOUSEHOLD_1_094_CA_1_evaluation,1.3439038,control_pool
702,534,0.23931623931623933,1.3146067415730338,0.48160088721952266,0.005085507745129819,0.35504050880664684,0.6666121116614163,-0.01282118270331319,0.005085507745129819,HOUSEHOLD_1_106_CA_1_evaluation,1.3395298,candidate
1829,314,0.8283214871514489,5.82484076433121,0.1431067282792926,-0.003009196683963164,0.04323144104803524,0.004089222458750208,0.013195016261612263,0.003009196683963164,HOUSEHOLD_1_108_CA_1_evaluation,1.0,control_pool
1787,1232,0.310576385002798,1.4504870129870129,0.5505374946121026,0.006474728235622126,0.14801289593501735,0.1591350774289169,-0.08707260312834326,0.006474728235622126,HOUSEHOLD_1_112_CA_1_evaluation,1.559322,control_pool
1759,895,0.49118817509948837,1.9653631284916202,0.3527740778160112,-0.0004422097786791338,0.13490306126205728,0.7894686760596077,-0.021294140453746984,0.0004422097786791338,HOUSEHOLD_1_119_CA_1_evaluation,1.576818,control_pool
1115,646,0.420627802690583,1.7260061919504643,0.35972453372733165,0.002694901399816094,-0.005319348309552981,0.22090726815708142,-0.001445079938271015,0.002694901399816094,HOUSEHOLD_1_130_CA_1_evaluation,1.0,control_pool
394,224,0.43147208121827413,1.7589285714285714,0.39600298269795503,0.00664593994474222,0.01570869699289474,0.11303225952448413,-0.05420061228746354,0.00664593994474222,HOUSEHOLD_1_131_CA_1_evaluation,1.0,control_pool
1829,669,0.6342263531984691,2.733931240657698,0.40995241652015996,-0.005713650032754441,0.2201938476362433,0.570920243341575,0.0059040517033996966,0.005713650032754441,HOUSEHOLD_1_136_CA_1_evaluation,1.0,control_pool
1780,351,0.8028089887640449,5.071225071225071,0.3385986043637432,0.0005067032251014263,-0.002447992471876872,0.31143910555675164,-0.05310282412459311,0.0005067032251014263,HOUSEHOLD_1_144_CA_1_evaluation,1.0,control_pool
1829,1254,0.3143794423182067,1.4585326953748006,0.2962703154704648,0.006299373987444859,0.009160337563411619,0.07899094347479098,0.05662706827980644,0.006299373987444859,HOUSEHOLD_1_146_CA_1_evaluation,1.2055768,control_pool
1829,1383,0.24384909786768727,1.3224873463485176,0.4446811151629163,0.0008417396938165465,0.06603010246130502,0.3396214837490163,0.0019234144350491274,0.0008417396938165465,HOUSEHOLD_1_147_CA_1_evaluation,2.0749042,control_pool
709,213,0.6995768688293371,3.328638497652582,0.3147435843847962,0.0016432272958524668,0.15791293571438542,0.4654422566774748,-0.0756030646709146,0.0016432272958524668,HOUSEHOLD_1_148_CA_1_evaluation,1.0,control_pool
1829,1212,0.3373428102788409,1.5090759075907592,0.8125240755003734,-0.0016654348844470416,-0.0017779777118897874,0.09479153143724374,-0.021395925442967503,0.0016654348844470416,HOUSEHOLD_1_149_CA_1_evaluation,1.8780755,control_pool
1829,580,0.6828868234007655,3.1534482758620688,0.32343090967915616,-0.004106913210215967,0.09411967234759991,0.3933385050008915,0.03235642014859491,0.004106913210215967,HOUSEHOLD_1_154_CA_1_evaluation,1.0,control_pool
1787,607,0.6603245663122552,2.943986820428336,0.5063618340451292,-0.00031162296933817793,0.24708152149750717,0.5383097674431604,-0.05485949606560093,0.00031162296933817793,HOUSEHOLD_1_157_CA_1_evaluation,1.0,control_pool
1787,447,0.7498601007274762,3.9977628635346756,0.39184407959773304,-0.0070221640769839,0.08459017566364915,0.5356484208802362,-0.029508684755125764,0.0070221640769839,HOUSEHOLD_1_160_CA_1_evaluation,1.0,control_pool
1829,996,0.4554401312192455,1.8363453815261044,0.40938900045245025,-0.0062791832912258445,0.24509979525541864,0.18616853776686573,-0.00837368973725843,0.0062791832912258445,HOUSEHOLD_1_162_CA_1_evaluation,1.0,control_pool
1829,667,0.6353198469108803,2.742128935532234,0.39938190858979017,-0.0005385620377550059,0.20991015157466134,0.4509910911961646,-0.0033496776653164704,0.0005385620377550059,HOUSEHOLD_1_166_CA_1_evaluation,1.0,control_pool
1605,873,0.45607476635514016,1.838487972508591,0.371540859198361,0.003799893141793906,0.010770050373770495,0.2560145292033538,3.769733334778833e-06,0.003799893141793906,HOUSEHOLD_1_168_CA_1_evaluation,1.0,control_pool
1598,603,0.6226533166458073,2.6500829187396353,0.29632659499551495,-0.0003738805898064475,-0.026445594827303645,0.2870377632346538,-0.021723976378562528,0.0003738805898064475,HOUSEHOLD_1_170_CA_1_evaluation,1.0,control_pool
1829,1237,0.3236741388737015,1.4785772029102668,0.3764036688756929,-0.0019265052480830563,0.06565770748599976,0.6163501715893105,0.015316234278592949,0.0019265052480830563,HOUSEHOLD_1_177_CA_1_evaluation,2.0814652,control_pool
1458,1107,0.24074074074074073,1.3170731707317074,0.39174906582625374,-0.000337537512582371,0.16333402407531467,0.22797488060527538,-0.03954663913899118,0.000337537512582371,HOUSEHOLD_1_180_CA_1_evaluation,1.5451066,control_pool
1829,1061,0.419901585565883,1.7238454288407163,0.29021608568142193,-0.0018082407218951194,0.0016259442085413739,0.137735849056604,0.04795785452119863,0.0018082407218951194,HOUSEHOLD_1_181_CA_1_evaluation,1.0,control_pool
1822,705,0.6130625686059276,2.5843971631205673,0.30852147311731365,0.0019719492097820266,0.0781714174955086,0.28579130216518894,-0.03636532439639801,0.0019719492097820266,HOUSEHOLD_1_182_CA_1_evaluation,1.0,control_pool
1829,761,0.5839256424275561,2.4034165571616293,0.29775931906863395,-0.001438483404631995,0.07122182915666819,0.6093318504871652,0.023288557293439895,0.001438483404631995,HOUSEHOLD_1_184_CA_1_evaluation,1.0,control_pool
1829,980,0.4641880809185347,1.866326530612245,0.4263354412516502,-0.0003994265335084609,0.2514557919220687,0.640385608870197,-0.0020684168044201438,0.0003994265335084609,HOUSEHOLD_1_186_CA_1_evaluation,1.5631492,control_pool
