series_id,origin,g
1004545_41,1632,0.72816473
1004545_41,1660,0.75221336
1004545_44,1604,0.57360756
1004545_44,1632,0.46904904
1004545_44,1660,0.501403
1004545_45,1604,0.62337774
1004545_45,1632,0.6965216
1004545_45,1660,0.6240364
1004545_46,1604,0.8409981
1004545_46,1632,0.7704942
1004545_46,1660,0.7295736
1004545_48,1604,0.7457905
1004545_48,1632,0.788167
1004545_48,1660,0.7723923
1004545_49,1604,0.44722566
1004545_49,1632,0.5300434
1004545_49,1660,0.52037853
1004545_5,1604,0.7744289
1004545_5,1632,0.7629492
1004545_5,1660,0.763299
1004545_50,1604,0.7338764
1004545_50,1632,0.719779
1004545_50,1660,0.7009604
1004545_51,1604,0.41212153
1004545_51,1632,0.55020213
1004545_51,1660,0.6714518
1004545_6,1604,0.682537
1004545_6,1632,0.61182207
1004545_6,1660,0.6185388
1004545_7,1604,0.6834096
1004545_7,1632,0.66118515
1004545_7,1660,0.6507429
1004545_8,1604,0.6819752
1004545_8,1632,0.69042027
1004545_8,1660,0.6689866
1004550_1,1604,0.23757802
1004550_1,1632,0.39111993
1004550_1,1660,0.31671348
1004550_10,1604,0.49906287
1004550_10,1632,0.52427
1004550_10,1660,0.5282535
1004550_11,1604,0.37265468
1004550_11,1632,0.44440523
1004550_11,1660,0.50167906
1004550_12,1604,0.315326
1004550_12,1632,0.55558735
1004550_12,1660,0.6330539
1004550_13,1604,0.10794299
1004550_13,1632,0.24191813
1004550_13,1660,0.3701094
1004550_14,1604,0.28398767
1004550_14,1632,0.44013405
1004550_14,1660,0.37886557
1004550_15,1604,0.4224162
1004550_15,1632,0.44202372
1004550_15,1660,0.3127021
1004550_16,1604,0.6017851
1004550_16,1632,0.7082013
1004550_16,1660,0.35630912
1004550_17,1604,0.4263305
1004550_17,1632,0.41437057
1004550_17,1660,0.46923825
1004550_18,1604,0.36314732
1004550_18,1632,0.51525104
1004550_18,1660,0.37771708
1004550_19,1604,0.355433
1004550_19,1632,0.48328912
1004550_19,1660,0.399119
1004550_2,1604,0.329516
1004550_2,1632,0.49155435
1004550_2,1660,0.39580762
1004550_23,1604,0.28873208
1004550_23,1632,0.5577183
1004550_23,1660,0.52581644
1004550_24,1604,0.32271832
1004550_24,1632,0.6260526
1004550_24,1660,0.27525306
1004550_25,1604,0.30040815
1004550_25,1632,0.40216798
1004550_25,1660,0.33960918
1004550_26,1604,0.33904567
1004550_26,1632,0.34503737
1004550_26,1660,0.4984699
1004550_27,1604,0.35960984
1004550_27,1632,0.5863188
1004550_27,1660,0.30745146
1004550_28,1604,0.37510523
1004550_28,1632,0.5486435
1004550_28,1660,0.50553006
1004550_3,1604,0.23748504
1004550_3,1632,0.3231624
1004550_3,1660,0.2615293
1004550_30,1604,0.40814316
1004550_30,1632,0.14485584
1004550_30,1660,0.8611211
1004550_31,1604,0.3901511
1004550_31,1632,0.48615003
1004550_31,1660,0.39103222
1004550_32,1604,0.49373588
1004550_32,1632,0.32128692
1004550_32,1660,0.07142425
1004550_33,1604,0.37233478
1004550_33,1632,0.5154161
1004550_33,1660,0.45871913
1004550_34,1604,0.37483725
1004550_34,1632,0.55873054
1004550_34,1660,0.53202677
1004550_37,1604,0.3330173
1004550_37,1632,0.42959753
1004550_37,1660,0.3318761
1004550_38,1604,0.26034942
1004550_38,1632,0.25764865
1004550_38,1660,0.050665367
1004550_39,1604,0.38771456
1004550_39,1632,0.11744965
1004550_39,1660,0.5018292
1004550_4,1604,0.22864158
1004550_4,1632,0.40236127
1004550_4,1660,0.30784962
1004550_41,1604,0.27812245
1004550_41,1632,0.5099178
1004550_41,1660,0.5939288
1004550_43,1604,0.46280393
1004550_43,1632,0.42217633
1004550_43,1660,0.31177324
1004550_44,1604,0.23383166
1004550_44,1632,0.46348625
1004550_44,1660,0.32102153
1004550_45,1604,0.31885296
1004550_45,1632,0.41756243
1004550_45,1660,0.30644843
1004550_46,1604,0.3187058
1004550_46,1632,0.36661848
1004550_46,1660,0.30718765
1004550_47,1604,0.31417766
1004550_47,1632,0.36365545
1004550_47,1660,0.3209799
1004550_48,1604,0.29974067
1004550_48,1632,0.42796102
1004550_48,1660,0.34788445
1004550_49,1604,0.32554567
1004550_49,1632,0.43572897
1004550_49,1660,0.4149249
1004550_5,1604,0.35153583
1004550_5,1632,0.403076
1004550_5,1660,0.3458598
1004550_50,1604,0.28966966
1004550_50,1632,0.53128165
1004550_50,1660,0.4930204
1004550_51,1604,0.31010616
1004550_51,1632,0.40331972
1004550_51,1660,0.32130253
1004550_54,1604,0.36814764
1004550_54,1632,0.36333516
1004550_54,1660,0.40042922
1004550_6,1604,0.32852286
1004550_6,1632,0.40529275
1004550_6,1660,0.30993336
1004550_7,1604,0.3474593
1004550_7,1632,0.37775198
1004550_7,1660,0.40158278
1004550_8,1604,0.2455501
1004550_8,1632,0.39186338
1004550_8,1660,0.416685
1004550_9,1604,0.39610234
1004550_9,1632,0.5846384
1004550_9,1660,0.5763929
1004551_1,1604,0.33014446
1004551_1,1632,0.26507315
1004551_1,1660,0.21416245
1004551_11,1604,0.47331226
1004551_11,1632,0.45775452
1004551_11,1660,0.6248317
1004551_12,1604,0.37102756
1004551_12,1632,0.2471212
1004551_12,1660,0.38374195
1004551_13,1604,0.2728614
1004551_13,1632,0.29893565
1004551_13,1660,0.33696383
1004551_16,1604,0.34776345
1004551_16,1632,0.40760416
1004551_16,1660,0.4986824
1004551_17,1604,0.4831514
1004551_17,1632,0.4932436
1004551_17,1660,0.47151095
1004551_18,1604,0.36673933
1004551_18,1632,0.5435657
1004551_18,1660,0.31725344
1004551_19,1604,0.47815076
1004551_19,1632,0.4163138
1004551_19,1660,0.44587547
1004551_2,1604,0.26109496
1004551_2,1632,0.3772874
1004551_2,1660,0.3737633
1004551_23,1604,0.2934942
1004551_23,1632,0.32028252
1004551_23,1660,0.24865438
1004551_24,1604,0.3475126
1004551_24,1632,0.32383245
1004551_24,1660,0.27262902
1004551_25,1604,0.2770904
1004551_25,1632,0.27300256
1004551_25,1660,0.3489466
1004551_26,1604,0.5318484
1004551_26,1632,0.5528166
1004551_26,1660,0.5350144
1004551_27,1604,0.4401211
1004551_27,1632,0.44878843
1004551_27,1660,0.5803317
1004551_28,1604,0.3016702
1004551_28,1632,0.3153904
1004551_28,1660,0.36374247
1004551_3,1604,0.23682006
1004551_3,1632,0.23720676
1004551_3,1660,0.23920736
1004551_30,1604,0.46594897
1004551_30,1632,0.46597236
1004551_30,1660,0.5664337
1004551_31,1604,0.72500324
1004551_31,1632,0.8048042
1004551_31,1660,0.8201016
1004551_32,1604,0.7072398
1004551_32,1632,0.5361828
1004551_32,1660,0.63427514
1004551_33,1604,0.58756256
1004551_33,1632,0.69331723
1004551_33,1660,0.62733215
1004551_34,1604,0.2873418
1004551_34,1632,0.46236813
1004551_34,1660,0.42356893
1004551_35,1604,0.5926969
1004551_35,1632,0.7291051
1004551_35,1660,0.6480172
1004551_37,1604,0.23104297
1004551_37,1632,0.24460474
1004551_37,1660,0.21334437
1004551_38,1604,0.34450883
1004551_38,1632,0.297854
1004551_38,1660,0.326988
1004551_39,1604,0.31703815
1004551_39,1632,0.34347096
1004551_39,1660,0.2536504
1004551_4,1604,0.33445367
1004551_4,1632,0.5392356
1004551_4,1660,0.33477068
1004551_40,1604,0.4964918
1004551_40,1632,0.62245816
1004551_40,1660,0.7735142
1004551_41,1604,0.6234533
1004551_41,1632,0.4579361
1004551_41,1660,0.64176637
1004551_43,1604,0.50138605
1004551_43,1632,0.5388856
1004551_43,1660,0.3272098
1004551_44,1604,0.29758298
1004551_44,1632,0.2824029
1004551_44,1660,0.30585262
1004551_45,1604,0.27130538
1004551_45,1632,0.29695377
1004551_45,1660,0.26086202
1004551_46,1604,0.29181743
1004551_46,1632,0.3290631
1004551_46,1660,0.290408
1004551_47,1604,0.3044592
1004551_47,1632,0.42740047
1004551_47,1660,0.40116328
1004551_48,1604,0.3207109
1004551_48,1632,0.26469135
1004551_48,1660,0.2624015
1004551_49,1604,0.31357706
1004551_49,1632,0.3196958
1004551_49,1660,0.32650447
1004551_5,1604,0.3604236
1004551_5,1632,0.32433668
1004551_5,1660,0.30053675
1004551_50,1604,0.27533287
1004551_50,1632,0.38932687
1004551_50,1660,0.35600057
1004551_51,1604,0.30637944
1004551_51,1632,0.27202624
1004551_51,1660,0.27614123
1004551_54,1604,0.623063
1004551_54,1632,0.5851874
1004551_54,1660,0.55795443
1004551_6,1604,0.2911513
1004551_6,1632,0.42492726
1004551_6,1660,0.3847679
1004551_7,1604,0.3793819
1004551_7,1632,0.48661962
1004551_7,1660,0.41127935
1004551_8,1604,0.30059665
1004551_8,1632,0.26191476
1004551_8,1660,0.35974762
1004551_9,1604,0.35969567
1004551_9,1632,0.42836508
1004551_9,1660,0.46300715
1005456_12,1604,0.68579584
1005456_12,1632,0.6809503
1005456_12,1660,0.6760527
1005456_17,1604,0.621959
1005456_17,1632,0.6176663
1005456_17,1660,0.6133293
1005456_19,1604,0.7201502
1005456_19,1632,0.72271
1005456_19,1660,0.72525346
1005456_23,1604,0.7750918
1005456_23,1632,0.79803455
1005456_23,1660,0.7797969
1005456_26,1604,0.6798
1005456_26,1632,0.7007773
1005456_26,1660,0.6894557
1005456_27,1604,0.68801105
1005456_27,1632,0.6867424
1005456_27,1660,0.6322001
1005456_28,1604,0.6561244
1005456_28,1632,0.66269386
1005456_28,1660,0.74423057
1005456_3,1604,0.84038997
1005456_3,1632,0.69333065
1005456_3,1660,0.420292
1005456_32,1604,0.7925893
1005456_32,1632,0.77380574
1005456_32,1660,0.765832
1005456_34,1604,0.7551028
1005456_34,1632,0.6841668
1005456_34,1660,0.60602075
1005456_35,1604,0.7335513
1005456_35,1632,0.72803485
1005456_35,1660,0.77093107
1005456_39,1604,0.78489256
1005456_39,1632,0.72358066
1005456_39,1660,0.7408886
1005456_41,1604,0.7285091
1005456_41,1632,0.7264338
1005456_41,1660,0.7169921
1005456_46,1604,0.65648025
1005456_46,1632,0.6544063
1005456_46,1660,0.682028
1005456_48,1604,0.78484935
1005456_48,1632,0.7521252
1005456_48,1660,0.73067814
1005456_5,1604,0.6330998
1005456_5,1632,0.69544894
1005456_5,1660,0.70656794
1005456_50,1604,0.68258667
1005456_50,1632,0.68811554
1005456_50,1660,0.68617976
1005456_51,1604,0.8155819
1005456_51,1632,0.80876815
1005456_51,1660,0.6754771
1005456_54,1604,0.79490644
1005456_54,1632,0.78498876
1005456_54,1660,0.7752426
1005456_6,1604,0.7240552
1005456_6,1632,0.72541404
1005456_6,1660,0.60774165
1005456_7,1604,0.7739685
1005456_7,1632,0.82406074
1005456_7,1660,0.79214966
1005456_8,1604,0.6348428
1005456_8,1632,0.6350318
1005456_8,1660,0.7270046
1005456_9,1604,0.6664065
1005456_9,1632,0.6330375
1005456_9,1660,0.72982067
1005458_11,1604,0.67208534
1005458_11,1632,0.7347398
1005458_11,1660,0.6697454
1005458_12,1604,0.5615785
1005458_12,1632,0.5502713
1005458_12,1660,0.49167916
1005458_13,1604,0.7676186
1005458_13,1632,0.59951043
1005458_13,1660,0.8292321
1005458_17,1604,0.72632676
1005458_17,1632,0.65077233
1005458_17,1660,0.6714693
1005458_18,1604,0.6726703
1005458_18,1632,0.6874532
1005458_18,1660,0.6886735
1005458_19,1604,0.66118354
1005458_19,1632,0.4900569
1005458_19,1660,0.6184746
1005458_2,1604,0.77222574
1005458_2,1632,0.74583423
1005458_2,1660,0.79347426
1005458_23,1604,0.73069906
1005458_23,1632,0.7532691
1005458_23,1660,0.7581848
1005458_24,1604,0.60018635
1005458_24,1632,0.6318326
1005458_24,1660,0.638744
1005458_26,1604,0.7373769
1005458_26,1632,0.7384823
1005458_26,1660,0.71830076
1005458_28,1604,0.68699974
1005458_28,1632,0.6416485
1005458_28,1660,0.61976975
1005458_3,1604,0.65866214
1005458_3,1632,0.61978966
1005458_3,1660,0.51833487
1005458_30,1604,0.70489955
1005458_30,1632,0.7498755
1005458_30,1660,0.7329364
1005458_31,1604,0.48095548
1005458_31,1632,0.7665877
1005458_31,1660,0.13342746
1005458_32,1604,0.70620227
1005458_32,1632,0.7308964
1005458_32,1660,0.72720945
1005458_33,1604,0.49523187
1005458_33,1632,0.5577044
1005458_33,1660,0.53215605
1005458_34,1604,0.46785885
1005458_34,1632,0.53435457
1005458_34,1660,0.6205075
1005458_35,1604,0.8093277
1005458_35,1632,0.7667397
1005458_35,1660,0.75366557
1005458_39,1604,0.7747226
1005458_39,1632,0.7600529
1005458_39,1660,0.72982854
1005458_40,1604,0.5164007
1005458_40,1632,0.41655347
1005458_40,1660,0.79128647
1005458_41,1604,0.6862453
1005458_41,1632,0.62404484
1005458_41,1660,0.65623635
1005458_45,1604,0.7446184
1005458_45,1632,0.73611164
1005458_45,1660,0.72582746
1005458_46,1604,0.70215946
1005458_46,1632,0.8391442
1005458_46,1660,0.6802753
1005458_47,1604,0.8183822
1005458_47,1632,0.6344519
1005458_47,1660,0.67498446
1005458_49,1604,0.711507
1005458_49,1632,0.78186494
1005458_49,1660,0.6829522
1005458_5,1604,0.5365525
1005458_5,1632,0.50168717
1005458_5,1660,0.7706852
1005458_51,1604,0.7222069
1005458_51,1632,0.72013533
1005458_51,1660,0.64728993
1005458_7,1604,0.73910904
1005458_7,1632,0.6966804
1005458_7,1660,0.71855503
1005458_8,1604,0.72900987
1005458_8,1632,0.7052476
1005458_8,1660,0.71116257
1005458_9,1604,0.6837996
1005458_9,1632,0.76684463
1005458_9,1660,0.7591905
1005461_12,1604,0.53340244
1005461_12,1632,0.43652874
1005461_12,1660,0.41973343
1005461_17,1604,0.64804727
1005461_17,1632,0.585232
1005461_17,1660,0.58106536
1005461_18,1604,0.6874791
1005461_18,1632,0.68952036
1005461_18,1660,0.68886864
1005461_2,1604,0.5921282
1005461_2,1632,0.59415495
1005461_2,1660,0.6943468
1005461_23,1604,0.7663596
1005461_23,1632,0.8170602
1005461_23,1660,0.7349374
1005461_26,1604,0.7283527
1005461_26,1632,0.71308863
1005461_26,1660,0.71195376
1005461_27,1604,0.72204375
1005461_27,1632,0.7226102
1005461_27,1660,0.7231747
1005461_28,1604,0.62075984
1005461_28,1632,0.6230779
1005461_28,1660,0.65725833
1005461_3,1604,0.5151709
1005461_3,1632,0.50480664
1005461_3,1660,0.6845144
1005461_31,1604,0.4385993
1005461_31,1632,0.53028953
1005461_31,1660,0.5945778
1005461_32,1604,0.748483
1005461_32,1632,0.73898184
1005461_32,1660,0.72447973
1005461_34,1604,0.4438062
1005461_34,1632,0.6856865
1005461_34,1660,0.81252664
1005461_35,1604,0.71060866
1005461_35,1632,0.6665713
1005461_35,1660,0.66559774
1005461_39,1604,0.68310314
1005461_39,1632,0.6950919
1005461_39,1660,0.6253196
1005461_40,1604,0.43877622
1005461_40,1632,0.47081813
1005461_40,1660,0.41313654
1005461_44,1604,0.6769296
1005461_44,1632,0.7136834
1005461_44,1660,0.72951245
1005461_45,1604,0.68881375
1005461_45,1632,0.6818984
1005461_45,1660,0.680341
1005461_47,1604,0.776561
1005461_47,1632,0.72355646
1005461_47,1660,0.65235376
1005461_48,1604,0.70255864
1005461_48,1632,0.7018064
1005461_48,1660,0.70227706
1005461_49,1604,0.7113506
1005461_49,1632,0.81162083
1005461_49,1660,0.76687557
1005461_50,1604,0.63769156
1005461_50,1632,0.6713987
1005461_50,1660,0.7276891
1005461_51,1604,0.8774279
1005461_51,1632,0.76012105
1005461_51,1660,0.7270395
1005461_7,1604,0.63616943
1005461_7,1632,0.7136031
1005461_7,1660,0.6905294
1005461_8,1604,0.6725888
1005461_8,1632,0.79011625
1005461_8,1660,0.8145797
1005461_9,1604,0.93170077
1005461_9,1632,0.93508935
1005461_9,1660,0.87559
1005463_11,1604,0.78586084
1005463_11,1632,0.6492995
1005463_11,1660,0.67506135
1005463_12,1604,0.53765523
1005463_12,1632,0.5943163
1005463_12,1660,0.5613819
1005463_13,1604,0.6870165
1005463_13,1632,0.6942842
1005463_13,1660,0.79537463
1005463_18,1604,0.72562444
1005463_18,1632,0.7188226
1005463_18,1660,0.7166366
1005463_19,1604,0.6040086
1005463_19,1632,0.6128171
1005463_19,1660,0.56939244
1005463_2,1604,0.5975837
1005463_2,1632,0.5315048
1005463_2,1660,0.5452903
1005463_26,1604,0.7293248
1005463_26,1632,0.72726274
1005463_26,1660,0.72279197
1005463_28,1604,0.7101219
1005463_28,1632,0.59822154
1005463_28,1660,0.68892485
1005463_31,1604,0.6050539
1005463_31,1632,0.53659636
1005463_31,1660,0.67093056
1005463_33,1604,0.6806174
1005463_33,1632,0.5487289
1005463_33,1660,0.41913337
1005463_35,1604,0.7034043
1005463_35,1632,0.71700615
1005463_35,1660,0.79571724
1005463_39,1604,0.69400775
1005463_39,1632,0.6928505
1005463_39,1660,0.69220793
1005463_40,1604,0.5859632
1005463_40,1632,0.4954372
1005463_40,1660,0.4757293
1005463_41,1604,0.71309173
1005463_41,1632,0.70934445
1005463_41,1660,0.7068259
1005463_45,1604,0.6926331
1005463_45,1632,0.75087816
1005463_45,1660,0.7137785
1005463_47,1604,0.71023136
1005463_47,1632,0.65506756
1005463_47,1660,0.6730009
1005463_48,1604,0.723607
1005463_48,1632,0.7240645
1005463_48,1660,0.7245241
1005463_49,1604,0.7122672
1005463_49,1632,0.7457723
1005463_49,1660,0.78986776
1005463_50,1604,0.6930714
1005463_50,1632,0.78972805
1005463_50,1660,0.79538286
1005463_51,1604,0.7824275
1005463_51,1632,0.8213774
1005463_51,1660,0.8066255
1005463_6,1604,0.6651693
1005463_6,1632,0.7184672
1005463_6,1660,0.75211996
1005463_7,1604,0.70788544
1005463_7,1632,0.6589917
1005463_7,1660,0.6993397
1005463_8,1604,0.7183837
1005463_8,1632,0.718745
1005463_8,1660,0.7191122
1005463_9,1604,0.5917888
1005463_9,1632,0.64307696
1005463_9,1660,0.6176078
1005464_12,1604,0.84124464
1005464_12,1632,0.78322333
1005464_12,1660,0.7991283
1005464_17,1604,0.83706874
1005464_17,1632,0.7965278
1005464_17,1660,0.7447101
1005464_18,1604,0.7017956
1005464_18,1632,0.7056552
1005464_18,1660,0.7071175
1005464_24,1604,0.7437938
1005464_24,1632,0.749937
1005464_24,1660,0.74974126
1005464_26,1604,0.785112
1005464_26,1632,0.75670123
1005464_26,1660,0.7296753
1005464_3,1604,0.57982093
1005464_3,1632,0.64384305
1005464_3,1660,0.6213975
1005464_30,1604,0.6634534
1005464_30,1632,0.77062327
1005464_30,1660,0.8245612
1005464_34,1604,0.47180703
1005464_34,1632,0.4613327
1005464_34,1660,0.66292816
1005464_39,1604,0.7457399
1005464_39,1632,0.74186677
1005464_39,1660,0.7640245
1005464_40,1604,0.62300974
1005464_40,1632,0.7312475
1005464_40,1660,0.6669354
1005464_41,1604,0.7180907
1005464_41,1632,0.7172339
1005464_41,1660,0.7185351
1005464_44,1604,0.67236656
1005464_44,1632,0.2528586
1005464_44,1660,0.44246206
1005464_45,1604,0.71970093
1005464_45,1632,0.7567292
1005464_45,1660,0.6959319
1005464_46,1604,0.6579025
1005464_46,1632,0.6798697
1005464_46,1660,0.6184128
1005464_47,1604,0.7776788
1005464_47,1632,0.77112
1005464_47,1660,0.663891
1005464_48,1604,0.69882643
1005464_48,1632,0.6975357
1005464_48,1660,0.6962449
1005464_49,1604,0.71399945
1005464_49,1632,0.7146541
1005464_49,1660,0.6964458
1005464_5,1604,0.65967673
1005464_5,1632,0.6791056
1005464_5,1660,0.6953794
1005464_50,1604,0.6766109
1005464_50,1632,0.72351825
1005464_50,1660,0.7064618
1005464_51,1604,0.66020447
1005464_51,1632,0.7850622
1005464_51,1660,0.85581315
1005464_6,1604,0.8277237
1005464_6,1632,0.6655839
1005464_6,1660,0.6546894
1005464_7,1604,0.5401409
1005464_7,1632,0.6495957
1005464_7,1660,0.63169193
1005464_8,1604,0.73439986
1005464_8,1632,0.73495156
1005464_8,1660,0.7355012
1005464_9,1604,0.58947736
1005464_9,1632,0.7093221
