series_id,origin,g
FOODS_1_004_WI_2_evaluation,1857,0.45436984
FOODS_1_004_WI_2_evaluation,1885,0.61500996
FOODS_1_004_WI_2_evaluation,1913,0.62658197
FOODS_1_004_WI_3_evaluation,1857,0.54946417
FOODS_1_004_WI_3_evaluation,1885,0.6301262
FOODS_1_004_WI_3_evaluation,1913,0.60664874
FOODS_1_005_CA_3_evaluation,1857,0.37704727
FOODS_1_005_CA_3_evaluation,1885,0.48664832
FOODS_1_005_CA_3_evaluation,1913,0.4566681
FOODS_1_005_TX_1_evaluation,1857,0.4624137
FOODS_1_005_TX_1_evaluation,1885,0.6077843
FOODS_1_005_TX_1_evaluation,1913,0.5217727
FOODS_1_005_TX_3_evaluation,1857,0.48514178
FOODS_1_005_TX_3_evaluation,1885,0.46044955
FOODS_1_005_TX_3_evaluation,1913,0.45005956
FOODS_1_005_WI_1_evaluation,1857,0.57125044
FOODS_1_005_WI_1_evaluation,1885,0.45615348
FOODS_1_005_WI_1_evaluation,1913,0.5371674
FOODS_1_005_WI_3_evaluation,1857,0.49794957
FOODS_1_005_WI_3_evaluation,1885,0.57150537
FOODS_1_005_WI_3_evaluation,1913,0.50519973
FOODS_1_006_CA_1_evaluation,1857,0.46987054
FOODS_1_006_CA_1_evaluation,1885,0.5454586
FOODS_1_006_CA_1_evaluation,1913,0.5660629
FOODS_1_006_CA_2_evaluation,1857,0.52951866
FOODS_1_006_CA_2_evaluation,1885,0.49581027
FOODS_1_006_CA_2_evaluation,1913,0.3879832
FOODS_1_006_CA_3_evaluation,1857,0.5458003
FOODS_1_006_CA_3_evaluation,1885,0.56965286
FOODS_1_006_CA_3_evaluation,1913,0.49615175
FOODS_1_006_TX_1_evaluation,1857,0.49126768
FOODS_1_006_TX_1_evaluation,1885,0.6797057
FOODS_1_006_TX_1_evaluation,1913,0.58765006
FOODS_1_006_TX_2_evaluation,1857,0.52167946
FOODS_1_006_TX_2_evaluation,1885,0.6642164
FOODS_1_006_TX_2_evaluation,1913,0.56840193
FOODS_1_006_TX_3_evaluation,1857,0.7078947
FOODS_1_006_TX_3_evaluation,1885,0.24685381
FOODS_1_006_TX_3_evaluation,1913,0.3975211
FOODS_1_006_WI_1_evaluation,1857,0.4722894
FOODS_1_006_WI_1_evaluation,1885,0.4799
FOODS_1_006_WI_1_evaluation,1913,0.5127357
FOODS_1_006_WI_2_evaluation,1857,0.35985923
FOODS_1_006_WI_2_evaluation,1885,0.50140005
FOODS_1_006_WI_2_evaluation,1913,0.441024
FOODS_1_006_WI_3_evaluation,1857,0.39765617
FOODS_1_006_WI_3_evaluation,1885,0.5750614
FOODS_1_006_WI_3_evaluation,1913,0.36049342
FOODS_1_008_CA_1_evaluation,1857,0.67202634
FOODS_1_008_CA_1_evaluation,1885,0.73531276
FOODS_1_008_CA_1_evaluation,1913,0.58883613
FOODS_1_008_CA_2_evaluation,1857,0.7086237
FOODS_1_008_CA_2_evaluation,1885,0.77107614
FOODS_1_008_CA_2_evaluation,1913,0.8140323
FOODS_1_008_CA_3_evaluation,1857,0.69135725
FOODS_1_008_CA_3_evaluation,1885,0.70884955
FOODS_1_008_CA_3_evaluation,1913,0.6815478
FOODS_1_008_CA_4_evaluation,1857,0.5837769
FOODS_1_008_CA_4_evaluation,1885,0.5331691
FOODS_1_008_CA_4_evaluation,1913,0.62805134
FOODS_1_008_TX_1_evaluation,1857,0.85840964
FOODS_1_008_TX_1_evaluation,1885,0.70723104
FOODS_1_008_TX_1_evaluation,1913,0.709478
FOODS_1_008_TX_2_evaluation,1857,0.6363825
FOODS_1_008_TX_2_evaluation,1885,0.65389496
FOODS_1_008_TX_2_evaluation,1913,0.64214474
FOODS_1_008_WI_1_evaluation,1857,0.5061845
FOODS_1_008_WI_1_evaluation,1885,0.6455097
FOODS_1_008_WI_1_evaluation,1913,0.5283833
FOODS_1_008_WI_2_evaluation,1857,0.70135593
FOODS_1_008_WI_2_evaluation,1885,0.74844027
FOODS_1_008_WI_2_evaluation,1913,0.5956169
FOODS_1_008_WI_3_evaluation,1857,0.59451854
FOODS_1_008_WI_3_evaluation,1885,0.5754255
FOODS_1_008_WI_3_evaluation,1913,0.58696926
FOODS_1_009_CA_1_evaluation,1857,0.66416746
FOODS_1_009_CA_1_evaluation,1885,0.5994014
FOODS_1_009_CA_1_evaluation,1913,0.6165043
FOODS_1_009_CA_2_evaluation,1857,0.52907443
FOODS_1_009_CA_2_evaluation,1885,0.7262436
FOODS_1_009_CA_2_evaluation,1913,0.608397
FOODS_1_009_CA_3_evaluation,1857,0.582746
FOODS_1_009_CA_3_evaluation,1885,0.6975957
FOODS_1_009_CA_3_evaluation,1913,0.5716279
FOODS_1_009_CA_4_evaluation,1857,0.6621305
FOODS_1_009_CA_4_evaluation,1885,0.63585985
FOODS_1_009_CA_4_evaluation,1913,0.63166565
FOODS_1_009_TX_1_evaluation,1857,0.6128644
FOODS_1_009_TX_1_evaluation,1885,0.6031326
FOODS_1_009_TX_1_evaluation,1913,0.62296385
FOODS_1_009_WI_3_evaluation,1857,0.661107
FOODS_1_009_WI_3_evaluation,1885,0.7000934
FOODS_1_009_WI_3_evaluation,1913,0.6079095
FOODS_1_010_CA_1_evaluation,1857,0.63778305
FOODS_1_010_CA_1_evaluation,1885,0.6426781
FOODS_1_010_CA_1_evaluation,1913,0.63654804
FOODS_1_010_CA_3_evaluation,1857,0.64641964
FOODS_1_010_CA_3_evaluation,1885,0.6665556
FOODS_1_010_CA_3_evaluation,1913,0.7544027
FOODS_1_010_CA_4_evaluation,1857,0.764203
FOODS_1_010_CA_4_evaluation,1885,0.78062516
FOODS_1_010_CA_4_evaluation,1913,0.6621659
FOODS_1_010_TX_1_evaluation,1857,0.68967885
FOODS_1_010_TX_1_evaluation,1885,0.70264435
FOODS_1_010_TX_1_evaluation,1913,0.71491534
FOODS_1_010_TX_2_evaluation,1857,0.43936017
FOODS_1_010_TX_2_evaluation,1885,0.47258383
FOODS_1_010_TX_2_evaluation,1913,0.5373699
FOODS_1_010_WI_1_evaluation,1857,0.5530577
FOODS_1_010_WI_1_evaluation,1885,0.6234239
FOODS_1_010_WI_1_evaluation,1913,0.62107843
FOODS_1_010_WI_2_evaluation,1857,0.73872775
FOODS_1_010_WI_2_evaluation,1885,0.75612324
FOODS_1_010_WI_2_evaluation,1913,0.78996116
FOODS_1_010_WI_3_evaluation,1857,0.64685607
FOODS_1_010_WI_3_evaluation,1885,0.67045236
FOODS_1_010_WI_3_evaluation,1913,0.63092405
FOODS_1_011_CA_3_evaluation,1857,0.47393763
FOODS_1_011_CA_3_evaluation,1885,0.44763163
FOODS_1_011_CA_3_evaluation,1913,0.50663555
FOODS_1_011_CA_4_evaluation,1857,0.6670822
FOODS_1_011_CA_4_evaluation,1885,0.678023
FOODS_1_011_CA_4_evaluation,1913,0.45047942
FOODS_1_011_TX_2_evaluation,1857,0.7868353
FOODS_1_011_TX_2_evaluation,1885,0.6797136
FOODS_1_011_TX_2_evaluation,1913,0.61876076
FOODS_1_011_TX_3_evaluation,1857,0.6760227
FOODS_1_011_TX_3_evaluation,1885,0.69633985
FOODS_1_011_TX_3_evaluation,1913,0.738418
FOODS_1_011_WI_1_evaluation,1857,0.75681984
FOODS_1_011_WI_1_evaluation,1885,0.6230834
FOODS_1_011_WI_1_evaluation,1913,0.6055601
FOODS_1_011_WI_2_evaluation,1857,0.8079489
FOODS_1_011_WI_2_evaluation,1885,0.6478416
FOODS_1_011_WI_2_evaluation,1913,0.7806128
FOODS_1_011_WI_3_evaluation,1857,0.8000829
FOODS_1_011_WI_3_evaluation,1885,0.6985892
FOODS_1_011_WI_3_evaluation,1913,0.7481057
FOODS_1_012_CA_2_evaluation,1857,0.34885114
FOODS_1_012_CA_2_evaluation,1885,0.42483816
FOODS_1_012_CA_2_evaluation,1913,0.43489483
FOODS_1_012_CA_3_evaluation,1857,0.43452096
FOODS_1_012_CA_3_evaluation,1885,0.24479815
FOODS_1_012_CA_3_evaluation,1913,0.5877268
FOODS_1_012_TX_1_evaluation,1857,0.5042512
FOODS_1_012_TX_1_evaluation,1885,0.5085029
FOODS_1_012_TX_1_evaluation,1913,0.525662
FOODS_1_012_TX_2_evaluation,1857,0.4272057
FOODS_1_012_TX_2_evaluation,1885,0.4478807
FOODS_1_012_TX_2_evaluation,1913,0.4363989
FOODS_1_012_WI_2_evaluation,1857,0.58374226
FOODS_1_012_WI_2_evaluation,1885,0.6117183
FOODS_1_012_WI_2_evaluation,1913,0.5340308
FOODS_1_012_WI_3_evaluation,1857,0.6487949
FOODS_1_012_WI_3_evaluation,1885,0.5345752
FOODS_1_012_WI_3_evaluation,1913,0.6148605
FOODS_1_013_CA_1_evaluation,1857,0.5686947
FOODS_1_013_CA_1_evaluation,1885,0.4807687
FOODS_1_013_CA_1_evaluation,1913,0.43551168
FOODS_1_013_CA_2_evaluation,1857,0.40543118
FOODS_1_013_CA_2_evaluation,1885,0.38015503
FOODS_1_013_CA_2_evaluation,1913,0.43805927
FOODS_1_013_CA_3_evaluation,1857,0.36629793
FOODS_1_013_CA_3_evaluation,1885,0.5713605
FOODS_1_013_CA_3_evaluation,1913,0.5506184
FOODS_1_013_CA_4_evaluation,1857,0.64097714
FOODS_1_013_CA_4_evaluation,1885,0.50560254
FOODS_1_013_CA_4_evaluation,1913,0.5690226
FOODS_1_013_TX_2_evaluation,1857,0.6242215
FOODS_1_013_TX_2_evaluation,1885,0.61559916
FOODS_1_013_TX_2_evaluation,1913,0.63876146
FOODS_1_013_TX_3_evaluation,1857,0.5627955
FOODS_1_013_TX_3_evaluation,1885,0.51972157
FOODS_1_013_TX_3_evaluation,1913,0.6054455
FOODS_1_013_WI_1_evaluation,1857,0.45514745
FOODS_1_013_WI_1_evaluation,1885,0.42213613
FOODS_1_013_WI_1_evaluation,1913,0.48233137
FOODS_1_013_WI_2_evaluation,1857,0.63082844
FOODS_1_013_WI_2_evaluation,1885,0.43922558
FOODS_1_013_WI_2_evaluation,1913,0.48779157
FOODS_1_013_WI_3_evaluation,1857,0.5283451
FOODS_1_013_WI_3_evaluation,1885,0.42176682
FOODS_1_013_WI_3_evaluation,1913,0.37721664
FOODS_1_014_CA_1_evaluation,1857,0.53623277
FOODS_1_014_CA_1_evaluation,1885,0.5523361
FOODS_1_014_CA_1_evaluation,1913,0.57469636
FOODS_1_014_CA_2_evaluation,1857,0.49835292
FOODS_1_014_CA_2_evaluation,1885,0.6809038
FOODS_1_014_CA_2_evaluation,1913,0.29837206
FOODS_1_014_CA_3_evaluation,1857,0.5495579
FOODS_1_014_CA_3_evaluation,1885,0.39479265
FOODS_1_014_CA_3_evaluation,1913,0.47001806
FOODS_1_014_CA_4_evaluation,1857,0.52202076
FOODS_1_014_CA_4_evaluation,1885,0.60991037
FOODS_1_014_CA_4_evaluation,1913,0.5239491
FOODS_1_014_TX_2_evaluation,1857,0.46557814
FOODS_1_014_TX_2_evaluation,1885,0.5953576
FOODS_1_014_TX_2_evaluation,1913,0.47021335
FOODS_1_014_TX_3_evaluation,1857,0.53268784
FOODS_1_014_TX_3_evaluation,1885,0.5870532
FOODS_1_014_TX_3_evaluation,1913,0.4674061
FOODS_1_014_WI_1_evaluation,1857,0.5748281
FOODS_1_014_WI_1_evaluation,1885,0.5171617
FOODS_1_014_WI_1_evaluation,1913,0.55558133
FOODS_1_014_WI_2_evaluation,1857,0.5000876
FOODS_1_014_WI_2_evaluation,1885,0.4654501
FOODS_1_014_WI_2_evaluation,1913,0.6734753
FOODS_1_015_CA_1_evaluation,1857,0.6272379
FOODS_1_015_CA_1_evaluation,1885,0.63693726
FOODS_1_015_CA_1_evaluation,1913,0.5112305
FOODS_1_015_CA_3_evaluation,1857,0.32331276
FOODS_1_015_CA_3_evaluation,1885,0.32368046
FOODS_1_015_CA_3_evaluation,1913,0.40025148
FOODS_1_015_TX_1_evaluation,1857,0.5985896
FOODS_1_015_TX_1_evaluation,1885,0.535591
FOODS_1_015_TX_1_evaluation,1913,0.57255006
FOODS_1_015_TX_2_evaluation,1857,0.64793074
FOODS_1_015_TX_2_evaluation,1885,0.5618774
FOODS_1_015_TX_2_evaluation,1913,0.52530724
FOODS_1_015_TX_3_evaluation,1857,0.61554503
FOODS_1_015_TX_3_evaluation,1885,0.6883991
FOODS_1_015_TX_3_evaluation,1913,0.6217363
FOODS_1_015_WI_1_evaluation,1857,0.63615394
FOODS_1_015_WI_1_evaluation,1885,0.59413016
FOODS_1_015_WI_1_evaluation,1913,0.4944521
FOODS_1_015_WI_3_evaluation,1857,0.6123557
FOODS_1_015_WI_3_evaluation,1885,0.62149984
FOODS_1_015_WI_3_evaluation,1913,0.50839806
FOODS_1_016_CA_1_evaluation,1857,0.5404791
FOODS_1_016_CA_1_evaluation,1885,0.601124
FOODS_1_016_CA_1_evaluation,1913,0.3889056
FOODS_1_016_CA_2_evaluation,1857,0.3224887
FOODS_1_016_CA_2_evaluation,1885,0.57539946
FOODS_1_016_CA_2_evaluation,1913,0.34847584
FOODS_1_016_CA_3_evaluation,1857,0.62309694
FOODS_1_016_CA_3_evaluation,1885,0.60378903
FOODS_1_016_CA_3_evaluation,1913,0.56573755
FOODS_1_016_CA_4_evaluation,1857,0.7761815
FOODS_1_016_CA_4_evaluation,1885,0.6194851
FOODS_1_016_CA_4_evaluation,1913,0.5865932
FOODS_1_016_TX_1_evaluation,1857,0.6507068
FOODS_1_016_TX_1_evaluation,1885,0.74422103
FOODS_1_016_TX_1_evaluation,1913,0.6744993
FOODS_1_016_TX_2_evaluation,1857,0.5149918
FOODS_1_016_TX_2_evaluation,1885,0.58965135
FOODS_1_016_TX_2_evaluation,1913,0.4989797
FOODS_1_016_TX_3_evaluation,1857,0.6083434
FOODS_1_016_TX_3_evaluation,1885,0.6372048
FOODS_1_016_TX_3_evaluation,1913,0.69370085
FOODS_1_016_WI_1_evaluation,1857,0.71788645
FOODS_1_016_WI_1_evaluation,1885,0.48172385
FOODS_1_016_WI_1_evaluation,1913,0.5178241
FOODS_1_016_WI_2_evaluation,1857,0.63354456
FOODS_1_016_WI_2_evaluation,1885,0.41885033
FOODS_1_016_WI_2_evaluation,1913,0.44636357
FOODS_1_016_WI_3_evaluation,1857,0.67623407
FOODS_1_016_WI_3_evaluation,1885,0.6046054
FOODS_1_016_WI_3_evaluation,1913,0.6802896
FOODS_1_017_CA_3_evaluation,1857,0.38198426
FOODS_1_017_CA_3_evaluation,1885,0.4456795
FOODS_1_017_CA_3_evaluation,1913,0.3842188
FOODS_1_017_CA_4_evaluation,1857,0.5607252
FOODS_1_017_CA_4_evaluation,1885,0.5015752
FOODS_1_017_CA_4_evaluation,1913,0.58551604
FOODS_1_017_WI_1_evaluation,1857,0.5062934
FOODS_1_017_WI_1_evaluation,1885,0.60208917
FOODS_1_017_WI_1_evaluation,1913,0.7398507
FOODS_1_017_WI_2_evaluation,1857,0.7312749
FOODS_1_017_WI_2_evaluation,1885,0.7293807
FOODS_1_017_WI_2_evaluation,1913,0.7488698
FOODS_1_017_WI_3_evaluation,1857,0.6338166
FOODS_1_017_WI_3_evaluation,1885,0.7260057
FOODS_1_017_WI_3_evaluation,1913,0.64818704
FOODS_1_018_CA_1_evaluation,1857,0.66885585
FOODS_1_018_CA_1_evaluation,1885,0.6050292
FOODS_1_018_CA_1_evaluation,1913,0.5194411
FOODS_1_018_CA_3_evaluation,1857,0.61169696
FOODS_1_018_CA_3_evaluation,1885,0.49911436
FOODS_1_018_CA_3_evaluation,1913,0.5048305
FOODS_1_018_TX_2_evaluation,1857,0.52146614
FOODS_1_018_TX_2_evaluation,1885,0.6466495
FOODS_1_018_TX_2_evaluation,1913,0.5933572
FOODS_1_018_WI_2_evaluation,1857,0.6710673
FOODS_1_018_WI_2_evaluation,1885,0.53240156
FOODS_1_018_WI_2_evaluation,1913,0.5046351
FOODS_1_019_CA_3_evaluation,1857,0.47253278
FOODS_1_019_CA_3_evaluation,1885,0.5564847
FOODS_1_019_CA_3_evaluation,1913,0.48387316
FOODS_1_020_CA_3_evaluation,1857,0.6757131
FOODS_1_020_CA_3_evaluation,1885,0.5211449
FOODS_1_020_CA_3_evaluation,1913,0.50655216
FOODS_1_020_CA_4_evaluation,1857,0.4405736
FOODS_1_020_CA_4_evaluation,1885,0.46222764
FOODS_1_020_CA_4_evaluation,1913,0.41719067
FOODS_1_020_TX_1_evaluation,1857,0.6420975
FOODS_1_020_TX_1_evaluation,1885,0.6303365
FOODS_1_020_TX_1_evaluation,1913,0.647375
FOODS_1_020_WI_2_evaluation,1857,0.5429652
FOODS_1_020_WI_2_evaluation,1885,0.38601565
FOODS_1_020_WI_2_evaluation,1913,0.44579902
FOODS_1_021_CA_1_evaluation,1857,0.48333693
FOODS_1_021_CA_1_evaluation,1885,0.34371713
FOODS_1_021_CA_1_evaluation,1913,0.32915646
FOODS_1_021_CA_3_evaluation,1857,0.61490655
FOODS_1_021_CA_3_evaluation,1885,0.42498496
FOODS_1_021_CA_3_evaluation,1913,0.43503422
FOODS_1_021_CA_4_evaluation,1857,0.6141236
FOODS_1_021_CA_4_evaluation,1885,0.5131925
FOODS_1_021_CA_4_evaluation,1913,0.44059032
FOODS_1_021_TX_1_evaluation,1857,0.7452939
FOODS_1_021_TX_1_evaluation,1885,0.67126536
FOODS_1_021_TX_1_evaluation,1913,0.51902467
FOODS_1_021_TX_2_evaluation,1857,0.51770633
FOODS_1_021_TX_2_evaluation,1885,0.5139977
FOODS_1_021_TX_2_evaluation,1913,0.5495064
FOODS_1_021_TX_3_evaluation,1857,0.48116902
FOODS_1_021_TX_3_evaluation,1885,0.6319975
FOODS_1_021_TX_3_evaluation,1913,0.61285764
FOODS_1_021_WI_1_evaluation,1857,0.48371664
FOODS_1_021_WI_1_evaluation,1885,0.45995936
FOODS_1_021_WI_1_evaluation,1913,0.3334008
FOODS_1_021_WI_2_evaluation,1857,0.5871607
FOODS_1_021_WI_2_evaluation,1885,0.42898834
FOODS_1_021_WI_2_evaluation,1913,0.52837706
FOODS_1_021_WI_3_evaluation,1857,0.53046983
FOODS_1_021_WI_3_evaluation,1885,0.5478178
FOODS_1_021_WI_3_evaluation,1913,0.31672874
FOODS_1_022_CA_2_evaluation,1857,0.6949343
FOODS_1_022_CA_2_evaluation,1885,0.7585581
FOODS_1_022_CA_2_evaluation,1913,0.605475
FOODS_1_022_CA_3_evaluation,1857,0.55116224
FOODS_1_022_CA_3_evaluation,1885,0.6359912
FOODS_1_022_CA_3_evaluation,1913,0.66704285
FOODS_1_022_CA_4_evaluation,1857,0.7140234
FOODS_1_022_CA_4_evaluation,1885,0.6892764
FOODS_1_022_CA_4_evaluation,1913,0.6982888
FOODS_1_022_TX_1_evaluation,1857,0.77252716
FOODS_1_022_TX_1_evaluation,1885,0.7776106
FOODS_1_022_TX_1_evaluation,1913,0.65642715
FOODS_1_022_TX_2_evaluation,1857,0.6414909
FOODS_1_022_TX_2_evaluation,1885,0.57870024
FOODS_1_022_TX_2_evaluation,1913,0.60817784
FOODS_1_022_WI_1_evaluation,1857,0.6487708
FOODS_1_022_WI_1_evaluation,1885,0.79559773
FOODS_1_022_WI_1_evaluation,1913,0.66414195
FOODS_1_022_WI_2_evaluation,1857,0.6898513
FOODS_1_022_WI_2_evaluation,1885,0.6970586
FOODS_1_022_WI_2_evaluation,1913,0.6925015
FOODS_1_022_WI_3_evaluation,1857,0.67077893
FOODS_1_022_WI_3_evaluation,1885,0.66055846
FOODS_1_022_WI_3_evaluation,1913,0.6744536
FOODS_1_023_CA_2_evaluation,1857,0.49348038
FOODS_1_023_CA_2_evaluation,1885,0.5020386
FOODS_1_023_CA_2_evaluation,1913,0.44578215
FOODS_1_023_TX_1_evaluation,1857,0.44293603
FOODS_1_023_TX_1_evaluation,1885,0.52510494
FOODS_1_023_TX_1_evaluation,1913,0.57747483
FOODS_1_023_TX_2_evaluation,1857,0.58416104
FOODS_1_023_TX_2_evaluation,1885,0.52648014
FOODS_1_023_TX_2_evaluation,1913,0.5525351
FOODS_1_023_TX_3_evaluation,1857,0.7408122
FOODS_1_023_TX_3_evaluation,1885,0.56687707
FOODS_1_023_TX_3_evaluation,1913,0.48241743
FOODS_1_023_WI_1_evaluation,1857,0.4788484
FOODS_1_023_WI_1_evaluation,1885,0.47220188
FOODS_1_023_WI_1_evaluation,1913,0.63941664
FOODS_1_023_WI_2_evaluation,1857,0.6414643
FOODS_1_023_WI_2_evaluation,1885,0.6692169
FOODS_1_023_WI_2_evaluation,1913,0.68093807
FOODS_1_023_WI_3_evaluation,1857,0.60269797
FOODS_1_023_WI_3_evaluation,1885,0.55730355
FOODS_1_023_WI_3_evaluation,1913,0.6031113
FOODS_1_024_CA_1_evaluation,1857,0.45539525
FOODS_1_024_CA_1_evaluation,1885,0.486164
FOODS_1_024_CA_1_evaluation,1913,0.5863529
FOODS_1_024_CA_2_evaluation,1857,0.5201717
FOODS_1_024_CA_2_evaluation,1885,0.5366654
FOODS_1_024_CA_2_evaluation,1913,0.5813504
FOODS_1_024_CA_3_evaluation,1857,0.5507394
FOODS_1_024_CA_3_evaluation,1885,0.50892615
FOODS_1_024_CA_3_evaluation,1913,0.55077994
FOODS_1_024_CA_4_evaluation,1857,0.51355225
FOODS_1_024_CA_4_evaluation,1885,0.69717896
FOODS_1_024_CA_4_evaluation,1913,0.54306287
FOODS_1_024_TX_1_evaluation,1857,0.6156752
FOODS_1_024_TX_1_evaluation,1885,0.46270236
FOODS_1_024_TX_1_evaluation,1913,0.6007692
FOODS_1_024_TX_2_evaluation,1857,0.52383006
FOODS_1_024_TX_2_evaluation,1885,0.64127195
FOODS_1_024_TX_2_evaluation,1913,0.6111642
FOODS_1_024_TX_3_evaluation,1857,0.6814267
FOODS_1_024_TX_3_evaluation,1885,0.71454376
FOODS_1_024_TX_3_evaluation,1913,0.6847355
FOODS_1_024_WI_2_evaluation,1857,0.566626
FOODS_1_024_WI_2_evaluation,1885,0.5960562
FOODS_1_024_WI_2_evaluation,1913,0.536133
FOODS_1_024_WI_3_evaluation,1857,0.45064506
FOODS_1_024_WI_3_evaluation,1885,0.53045636
FOODS_1_024_WI_3_evaluation,1913,0.46869868
FOODS_1_025_CA_1_evaluation,1857,0.44479463
FOODS_1_025_CA_1_evaluation,1885,0.54462844
FOODS_1_025_CA_1_evaluation,1913,0.5610549
FOODS_1_025_CA_2_evaluation,1857,0.58061033
FOODS_1_025_CA_2_evaluation,1885,0.56727594
FOODS_1_025_CA_2_evaluation,1913,0.42049083
FOODS_1_025_CA_3_evaluation,1857,0.5329848
FOODS_1_025_CA_3_evaluation,1885,0.62700516
